2005,57.026,30.241,37.747,55.26,36.743,32.073,29.137,24.716,46.604,54.19,41.148,57.697,37.091,59.443,73.646,43.655,51.888,28.951,49.613,34.789
2006,68.058,54.84,45.423,40.898,42.874,38.745,32.71,32.284,44.996,66.519,43.772,48.185,38.45,70.758,58.772,55.902,51.554,30.851,38.603,31.867
2007,72.609,60.11,45.447,34.603,55.086,45.775,33.878,34.196,46.378,71.491,47.96,42.925,43.014,63.74,46.938,64.433,52.895,51.288,44.572,37.948
2008,70.834,59.354,46.861,39.279,57.642,47.957,40.953,36.151,49.6,60.745,51.528,42.243,43.377,56.907,40.06,64.562,52.268,49.085,42.786,36.134
2009,69.457,64.636,44.246,35.988,62.437,49.144,45.251,38.26,44.318,62.862,53.883,40.263,42.139,62.497,37.547,61.438,53.33,50.953,40.711,47.624
2010,77.861,58.098,45.511,37.134,61.9,41.805,48.39,39.217,48.06,58.565,48.249,39.139,44.928,57.319,38.976,66.55,53.855,58.066,45.468,55.034
2011,72.09,52.579,42.821,42.784,63.877,42.266,57.116,41.792,39.426,56.86,43.372,37.557,49.903,46.496,42.043,70.826,56.389,54.655,43.681,58.138
2012,71.859,55.404,47.352,40.733,68.469,40.857,53.618,40.805,54.748,57.179,45.476,44.658,58.319,37.03,42.687,75.577,58.705,56.124,41.797,69.954
2013,75.703,51.181,48.962,42.607,72.335,46.168,63.801,45.285,47.387,58.343,33.081,50.517,57.685,32.851,42.057,74.765,31.418,71.018,51.484,71.956
2014,68.094,47.521,50.962,40.742,70.496,45.537,67.114,49.911,41.967,61.762,49.112,44.508,49.677,31.068,39.436,64.671,43.387,84.468,56.237,73.784
2015,52.631,46.32,54.062,32.941,69.472,46.4,61.088,54.343,40.628,61.893,50.929,44.685,49.742,35.002,40.879,64.003,39.236,71.865,55.503,68.338
2016,50.055,51.732,56.986,40.304,66.796,49.068,74.328,54.427,39.429,63.725,53.062,44.065,57.67,38.86,37.467,62.755,42.798,72.946,52.329,70.48
2017,48.375,51.492,60.802,35.611,71.836,54.828,80.087,56.619,43.678,65.474,52.659,42.895,62.958,45.817,35.595,51.046,51.01,74.801,61.267,71.226
2018,37.561,53.455,66.863,40.23,72.028,62.743,74.928,58.841,48.016,66.86,58.72,52.944,69.283,41.326,33.929,59.051,57.017,76.83,57.794,62.566
2019,38.258,55.952,71.395,43.695,62.917,66.818,71.647,68.625,50.358,67.685,69.973,63.757,78.375,54.714,32.265,55.584,52.197,75.502,57.856,71.712
2020,27.635,58.161,69.386,40.219,50.777,65.827,64.691,75.81,52.431,58.578,70.288,58.933,83.414,63.397,29.155,57.261,64.303,66.983,57.394,70.438
