,0
541,1317.4710138350727
542,1328.4517108105124
543,1326.454683534801
544,1318.0697727032007
545,1317.6706141531467
546,1316.223666162789
547,1316.223666162789
548,1316.223666162789
549,1319.8162754863502
550,1320.6147609308364
551,1315.8245216414334
552,1307.1956377193333
553,1309.4895823925735
554,1309.4895823925735
555,1309.4895823925735
556,1308.0932359166445
557,1318.419045202434
558,1326.2050849363209
559,1343.6366402938963
560,1349.4343645736576
561,1349.4343645736576
562,1349.4343645736576
563,1338.4902684718372
564,1329.500229743123
565,1320.914189465344
566,1330.49889068231
567,1330.49889068231
568,1330.49889068231
569,1330.49889068231
570,1330.49889068231
571,1334.344283118844
572,1324.7574074536562
573,1328.2519982628526
574,1329.0009483739734
575,1329.0009483739734
576,1329.0009483739734
577,1335.9925429284574
578,1347.7848141238094
579,1338.3903420545162
580,1340.7384795889259
581,1346.3853252194822
582,1346.3853252194822
583,1346.3853252194822
584,1339.139698997885
585,1348.4845936477186
586,1345.6356175586582
587,1333.7948772110046
588,1321.363346295804
589,1321.363346295804
590,1321.363346295804
591,1325.9055722296239
592,1318.7184456795455
593,1317.7704002834857
594,1318.568759469688
595,1310.2875347465279
596,1310.2875347465279
597,1310.2875347465279
598,1304.2040178269149
599,1301.3126610405743
600,1312.132995966822
601,1306.4975276105106
602,1303.7054659500718
603,1303.7054659500718
604,1303.7054659500718
605,1303.7054659500718
606,1310.9359131202102
607,1315.8744076922537
608,1321.413274432719
609,1316.9221831038594
610,1316.9221831038594
611,1316.9221831038594
612,1292.1435179218652
613,1288.4076475322247
614,1286.6645677514375
615,1285.46940683648
616,1285.519208715111
617,1285.519208715111
618,1285.519208715111
619,1290.200739622116
620,1286.1665629938245
621,1301.9606746681036
622,1300.6148034483194
623,1292.6417050525547
624,1292.6417050525547
625,1292.6417050525547
626,1292.6417050525547
627,1297.8237658828498
628,1302.4591564014554
629,1291.7449906632305
630,1292.5918891452254
631,1292.5918891452254
632,1292.5918891452254
633,1289.2045617625117
634,1297.2257505357265
635,1294.385472239554
636,1295.3820008166135
637,1296.7273950606586
638,1296.7273950606586
639,1296.7274090893568
640,1295.7806403048337
641,1293.289381991327
642,1299.8671580061318
643,1282.4321515887978
644,1278.748439899087
645,1278.748439899087
646,1278.748439899087
647,1273.3738772720098
648,1271.4335680231452
649,1263.4262957185508
650,1266.4098350808026
651,1265.9622775219382
652,1265.9622775219382
653,1265.9622775219382
654,1257.6102499589324
655,1251.9457421973348
656,1248.915739786625
657,1247.8231146268547
658,1245.1913027860226
659,1245.1913027860226
660,1245.1913027860226
661,1249.1144001819193
662,1252.9890284255148
663,1252.8399735070766
664,1252.6909326173366
665,1259.349822565168
666,1259.349822565168
667,1259.349822565168
668,1251.3496347531677
669,1248.7667269542815
670,1243.3046533077957
671,1239.1352119714022
672,1238.539707761258
673,1238.539707761258
674,1238.539707761258
675,1230.3047075986863
676,1222.075515317172
677,1215.1894867166877
678,1226.2885017327965
679,1222.5215156905354
680,1222.5215156905354
681,1222.5215156905354
682,1225.8919244632125
683,1229.0154141187668
684,1225.7927836529911
685,1221.5304162196815
686,1221.3817681334913
687,1221.3817681334913
688,1221.3817681334913
689,1218.557650897652
690,1216.625772896409
691,1213.1096831072123
692,1213.9514541000128
693,1207.3676317162813
694,1207.3676317162813
695,1207.3676317162813
696,1210.0402530401946
697,1207.2686452217401
698,1212.0204318493604
699,1212.0699391253293
700,1198.167372944951
701,1198.167372944951
702,1198.167372944951
703,1194.8554498150945
704,1180.0407517060637
705,1178.4620005888864
706,1176.4890009660273
707,1182.360070787184
708,1182.360070787184
709,1182.360070787184
710,1188.8772112611682
711,1194.5095021173358
712,1190.260265545547
713,1195.5473943110555
714,1209.9412525169553
715,1209.9412525169553
716,1209.9412525169553
717,1209.9412525169553
718,1201.9750281833112
719,1195.151988437772
720,1200.2440972551703
721,1197.8707361213862
722,1197.8707361213862
723,1197.8707361213862
724,1188.778428182751
725,1194.558911192417
726,1202.9148176904769
727,1196.7337101317942
728,1194.4600790135562
729,1194.4600790135562
730,1194.4600790135562
731,1187.7906955994665
732,1193.4717151388527
733,1207.5160834006965
734,1199.7495996721088
735,1199.7001485109329
736,1199.7001485109329
737,1199.7001485109329
738,1198.0190475188197
739,1201.0847950525583
740,1206.0810598038138
741,1196.5359756305813
742,1200.5408042222261
743,1200.5408042222261
744,1200.5408042222261
745,1199.7001485109329
746,1192.137585939467
747,1183.3965566039085
748,1185.2230720672758
749,1187.2968573652208
750,1187.2968573652208
751,1187.2968573652208
752,1202.4696450103074
753,1199.0079023979604
754,1201.2331625647844
755,1201.5793627791106
756,1184.9268420759588
757,1184.9268420759588
758,1184.9268420759588
759,1183.5446365278215
760,1186.556156128645
761,1203.3105462238193
762,1217.3687608107925
763,1227.478345771134
