2008,27.1,265.8,-2.1809e+05,1521,12000,17.741,557.5,253.65,3.0573e+09,35.98,25950,18.167,11,27.313
2009,27.7,260.5,-2.2947e+05,1477,14209,19.312,416.4,269.24,3.2695e+09,38.129,26020,18.678,10.878,27.594
2010,27.4,255.8,-2.3514e+05,2150,5200,20.898,575.2,282.02,3.4605e+09,40.272,26260,19.198,10.756,29
2011,27.4,286.5,-2.3611e+05,1937,3590.8,22.506,457.2,291.44,3.6257e+09,42.407,26440,19.728,10.633,31.23
2012,27.3,259.9,-2.334e+05,2624,28000,24.141,1190,296.94,3.7605e+09,43.992,26750,20.269,10.511,31.587
2013,27.5,279.6,-2.2802e+05,913,60000,25.799,964,297.96,3.8604e+09,45.57,26900,20.824,10.389,29.552
2014,27.5,260.8,-2.2098e+05,1111,36000,27.478,555,295.27,3.9329e+09,47.143,27050,21.398,10.266,30.401
2015,27.7,292.9,-2.1329e+05,1197,59000,29.173,538,293.46,4.0196e+09,48.711,27110,21.993,10.144,32.018
2016,27.8,277.3,-2.0596e+05,1925,70000,30.88,507.2,295.97,4.1682e+09,50.275,27070,22.612,10.022,31.752
2017,27.6,335.2,-2e+05,1918,8.99e+05,32.595,551.9,309.05,4.4763e+09,51.833,26920,23.256,9.8993,32.035
2018,27.3,293.1,-1.9643e+05,2208,5.47e+05,34.314,828.2,314.54,4.6866e+09,53.387,26970,23.924,9.777,36.533
2019,27.6,326.3,-1.9624e+05,1945,4.79e+05,36.033,1461.6,320.04,4.9066e+09,54.934,27619,24.616,9.6547,48.913
2020,29.313,730.25,-2.0047e+05,1942,1.037e+06,37.75,2577.5,313.87,4.9524e+09,56.477,29268,25.334,9.5323,72.841
