,State,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060
36,Oklahoma,2019215.9999999998,2032355.7033460122,2045580.911067991,2058892.1795710633,2072290.0688810672,2085775.1426681138,2099347.968270301,2113009.116717582,2126759.1627557916,2140598.684870823,2154528.2653129683,2168548.4901214144,2182659.9491488975,2196863.2360865204,2211158.948488729,2225547.6877984526,2240030.059372408,2254606.672506567,2269278.140461792,2284045.0804896336,2298908.113858304,2313867.8658788106,2328924.965931266,2344080.047491366,2359333.748157042,2374686.7096752846,2390139.577969143,2405693.0031649014,2421347.6396194287,2437104.14594771,2452963.185050555,2468925.424142487,2484991.5347798136,2501162.192888881,2517438.0787945106,2533819.877248621,2550308.277459038,2566903.9731184877,2583607.6624337854,2600420.0481552063,2617341.837606054,2634373.742712417,2651516.480033123,2668770.7707898812,2686137.34089763
37,Oregon,1256523.0,1261005.2034541222,1265503.3955911447,1270017.6334450652,1274547.9742533301,1279094.47545756,1283657.1947042786,1288236.1898456428,1292831.5189401768,1297443.2402535086,1302071.412259108,1306716.093639028,1311377.34328465,1316055.2202974288,1320749.7839896434,1325461.0938851484,1330189.2097201284,1334934.191443856,1339696.0992194524,1344474.9934246482,1349270.9346525515,1354083.9837124145,1358914.2016304052,1363761.6496503805,1368626.3892346637,1373508.482064823,1378407.990042454,1383324.9752899648,1388259.5001513625,1393211.6271930453,1398181.4192045946,1403168.9391995713,1408174.2504163156,1413197.416318748,1418238.5005971736,1423297.5671690912,1428374.6801800022,1433469.9040042246,1438583.303245709,1443714.9427388583,1448864.8875493486,1454033.2029749556,1459219.9545463813,1464425.2080280858,1469649.0294191204
38,Pennsylvania,4175606.9999999995,4174012.7196293534,4172419.0479677883,4170825.984782894,4169233.5298423497,4167641.6829139227,4166050.443765469,4164459.8121649334,4162869.787880349,4161280.3706798377,4159691.56033161,4158103.356603965,4156515.75926529,4154928.768084061,4153342.3828288415,4151756.603268285,4150171.4291711315,4148586.860306211,4147002.8964424403,4145419.5373488255,4143836.78279446,4142254.632548527,4140673.0863802955,4139092.144059124,4137511.8053544587,4135932.070035835,4134352.9378728736,4132774.408635286,4131196.4820928704,4129619.1580155124,4128042.436173186,4126466.316335954,4124890.798273965,4123315.8817574563,4121741.5665567536,4120167.8524422697,4118594.7391845044,4117022.2265540464,4115450.314321571,4113879.0022578416,4112308.2901337086,4110738.177720111,4109168.6647880734,4107599.7511087097,4106031.4364532204
39,Rhode Island,274350.0,271845.199266576,269363.2672290301,266903.9950973998,264467.1759879638,262052.60490583794,259660.07872773035,257289.3961848539,254940.35784599461,252612.7661007348,250306.42514282922,248021.14095373315,245756.72128628072,243512.97564851234,241289.7152876497,239086.7531742173,236903.9039863086,234740.98409399617,232597.81154388384,230474.20604380022,228369.9889476317,226284.98324029412,224219.01352284147,222171.9059977107,220143.48845410117,218133.59025348752,216142.042315265,214168.67710252563,212213.32860796445,210275.8323399142,208356.02530850773,206453.74601196658,204568.83442301484,202701.131975417,200850.48155063877,199016.72746462963,197199.715454726,195399.29266667424,193615.30764177168,191847.6103041255,190096.05194802774,188360.48522544553,186640.7641336256,184936.74400281196,183248.2814840757
40,South Carolina,1958859.0000000002,2009228.2718879,2060892.7179310184,2113885.641689829,2168241.203078476,2223994.4403846865,2281181.2928559026,2339838.6238661744,2400004.2446787623,2461716.938819759,2525016.487078445,2589943.693150492,2656540.409940546,2724849.5665411428,2794915.195905348,2866782.463230959,2940497.69507457,3016108.4092142573,3093663.3452801476,3173212.4961726037,3254807.140288285,3338499.8745748564,3424344.64843565,3512396.7985061402,3602713.084324642,3695351.7249202346,3790372.436341489,3887836.470150194,3987806.6529048937,4090347.426659688,4195524.890504402,4303406.843172903,4414062.826747027,4527564.171484292,4643984.041798289,4763397.4834214,4885881.471780231,5011514.9616149515,5140378.93787453,5272556.467920663,5408132.755074052,5547195.193537557,5689833.424731606,5836139.395078204,5986207.415270763
41,South Dakota,433473.0,433543.7252922078,433614.4621239278,433685.2104970427,433755.97041343566,433826.74187499005,433897.5248835896,433968.3194411183,434039.12554946047,434109.94321050076,434180.7724261241,434251.61319821567,434322.46552866104,434393.3294193461,434464.204872157,434535.09188898024,434605.9904717026,434676.9006222111,434747.8223423932,434818.7556341366,434889.7004993293,434960.65693985956,435031.6249576161,435102.6045544878,435173.59573236393,435244.598493134,435315.61283868796,435386.6387709159,435457.6762917083,435528.725402956,435599.7861065501,435670.8584043819,435741.9422983432,435813.03779032594,435884.1448822225,435955.2635759256,436026.39387332805,436097.5357763232,436168.6892868045,436239.854406666,436311.03113780176,436382.2194821063,436453.41944147437,436524.6310178011,436595.854212982
42,Tennessee,2699604.0,2750821.6676254356,2803011.051649643,2856190.5877570924,2910379.06139939,2965595.6144311614,3021859.7518718326,3079191.3487956976,3137610.6573527064,3197138.3139224537,3257795.346403894,3319603.181643361,3382583.6530035124,3446759.0080758734,3512151.91653971,3578785.4781699968,3646683.230997318,3715869.15962258,3786367.7036894714,3858203.7665176685,3931402.723899828,4005990.433065481,4081993.241814995,4159437.9978268235,4238352.058141338,4318763.298824588,4400700.12481541,4484191.479959353,4569266.857232971,4655956.309162098,4744290.458437775,4834300.508733594,4926018.255728262,5019476.098337295,5114707.050157807,5211744.751130415,5310623.479422419,5411378.16353642,5514044.394648668,5618658.439181501,5725257.251614305,5833878.487537536,5944560.516954398,6057342.43783489,6172264.089927002
43,Texas,17514504.0,18441034.475976847,19416579.113183375,20443730.797728933,21525219.58135434,22663919.93759728,23862858.401814315,25125221.615365844,26454364.795344487,27853820.652358517,29327308.780072752,30878745.54146324,32512254.478062294,34232177.26986042,36043085.274995334,37949791.67989927,39957364.29219815,42071139.01036491,44296734.00592753,46640064.65592663,49107359.26531132,51705175.621061675,54440418.42203673,57320357.63087464,60352647.79672218,63545348.4001512,66906945.27433654,70446373.1594304,74173039.45008011,78096849.19920759,82228231.44450748,86578166.927637,91158217.2797718,95980555.75109978,101057999.56592827,106404043.9894008,112032898.19636898,117959523.03775457,124199670.80478083,130769927.09676154,137687754.9037277,144971541.02105847,152640644.91948107,160715450.20033056,169217418.7728317
44,Utah,1102887.0,1119163.000435885,1135679.1960959309,1152439.1316928533,1169446.404250934,1186704.663878015,1204217.6145488864,1221989.0149002352,1240022.6790373253,1258322.4773525824,1276892.3373562586,1295736.2445193576,1314858.2431289968,1334262.4371563946,1353952.9911376662,1373934.1310676178,1394210.145306732,1414785.385501537,1435664.2675185585,1456851.2723920557,1478350.9472857418,1500167.9064686988,1522306.8323056933,1544772.476262108,1567569.6599237027,1590703.2760314257,1614178.2895314954,1637999.738640979,1662172.7359290966,1686702.4694144838,1711594.2036786454,1736853.280995843,1762485.1224796548,1788495.2292464585,1814889.1835960825,1841672.6502098816,1868851.377366493,1896431.1981755346,1924418.0318295092,1952817.884874184,1981636.8524977178,2010881.1198388133,2040556.9633141735,2070670.7519655493,2101228.9488266655
45,Vermont,290811.0,294335.8027552447,297903.32822202164,301514.09422507364,305168.62486548844,308867.4505967714,312611.1083018407,316400.14137095585,320235.0997805902,324116.54017326003,328045.02593832085,332021.1272937432,336045.42136887944,340118.49228823395,344240.9312562484,348413.3366431149,352636.3140716292,356910.47650509636,361236.44433630246,365614.845477564,370046.31545186933,374531.49748512433,379071.0425995165,383665.60970801057,388315.86570998933,393022.4855880538,397786.15250599675,402607.55790796346,407487.4016188147,412426.39194570575,417425.2457808972,422484.6887058114,427605.4550963501,432788.2882294891,438033.94039116445,443343.1729854662,448716.75664515625,454155.47134352505,459660.1065076046,465231.46113275323,470870.3438986296,476577.573286572,482353.97769840085,488200.3955766606,494117.67552631925
46,Virginia,2902623.0,2886568.7282963805,2870603.2520167395,2854726.0800377503,2838936.7239524666,2823234.6980552985,2807619.5193270706,2792090.707420164,2776647.784643739,2761290.2759490437,2746017.7089147964,2730829.6137326565,2715725.5231927712,2700704.972669403,2685767.5001066383,2670912.646004172,2656139.953403175,2641448.967872235,2626839.237493379,2612310.312848171,2597861.747003888,2583493.0954997693,2569203.916333347,2554993.7699468485,2540862.2192136734,2526808.829424949,2512833.1682761563,2498934.805853833,2485113.3146223472,2471368.2694107476,2457699.2473996826,2444105.828108395,2430587.5933817867,2417144.127377556,2403775.016553406,2390479.849654322,2377258.2176999217,2364109.713971874,2351033.934001389,2338030.4755567727,2325098.9386310573,2312238.9254296944,2299450.040358318,2286731.890010577,2274084.083156032
47,Washington,3105642.0,3191109.2674846766,3278928.594160753,3369164.708696907,3461884.121094772,3557155.171711218,3655048.0816297284,3755635.0044179964,3858990.079309889,3965189.4858509814,4074311.5000479342,4186436.5520631024,4301647.285496899,4420028.618301612,4541667.805371568,4666654.50285577,4795080.834240438,4927041.458250119,5062633.6386174485,5201957.315772973,5345115.180507878,5492212.749663908,5643358.443906282,5798663.667636913,5958242.891106843,6122213.734788408,6290697.056069328,6463817.038332623,6641701.282487997,6824480.901022174,7012290.614637501,7205268.851550032,7403557.849520318,7607303.760692059,7816656.759315936,8031771.152437989,8252805.4936341485,8479922.699874738,8713290.171605084,8953079.91613075,9199468.674398325,9452638.051265236,9712774.649354558,9980070.206593536,10254721.737537147
48,West Virginia,751719.0,757629.8075254265,763587.0920530341,769591.2190340278,775642.556793175,781741.4765514013,787888.3524485624,794083.561566396,800327.4839516545,806620.5026394182,812963.0036765935,819355.3761455944,825798.0121882114,832291.3070296672,838835.6590028619,845431.4695728092,852079.1433612638,858779.0881715436,865531.7150135459,872337.4381289618,879196.675016687,886109.8464584339,893077.3765445445,900099.6927000063,907177.2257106728,914310.4097496902,921499.6824041319,928745.4847018421,936048.2611384912,943408.4597048435,950826.5319142387,958302.9328302909,965838.121094804,973432.5589559076,981086.7122964134,988801.0506623953,996576.0472919934,1004412.1791444452,1012309.9269293449,1020269.7751361321,1028292.2120638136,1036377.7298509178,1044526.8245056854,1052739.9959364966,1061017.747982539
49,Wisconsin,1942398.0,1968467.178680891,1994886.235232896,2021659.8654128776,2048792.8280000684,2076289.9456419018,2104156.1057111956,2132396.2611748404,2161015.431474146,2190018.703417003,2219411.23208202,2249198.2417347906,2279385.026756465,2309976.952584777,2340979.456667706,2372398.0494299335,2404238.315252276,2436505.9134642575,2469206.5793500068,2502346.1251676544,2535930.441182411,2569965.4967135093,2604457.341195201,2639412.1052519884,2674836.0017882907,2710735.3270927332,2747116.461957258,2783985.8728112546,2821350.1128709093,2859215.823303984,2897589.734410226,2936478.666817619,2975889.532694691,3015829.3369790916,3056305.1786226584,3097324.251853194,3138893.8474531784,3181021.354055639,3223714.2594574187,3266980.151950065,3310826.7216685833,3355261.761958291,3400293.170760015,3445928.952013886,3492177.2170819645
50,Wyoming,570648.0,561040.4453060894,551594.6455069588,542307.8772617773,533177.4630804762,524200.77055179613,515375.2115843302,506698.2416603451,498167.35910216544,489780.10435090883,481534.05925736495,473426.84638481314,465456.128323578,457619.6070171252,449915.0230995036,442340.15524394193,434892.8195224129,427570.86877597973,420372.1919957437,413294.7137142143,406336.39340692596,399495.2249041301,392769.23581239127,386156.48694592185,379655.07176749076,373263.1158387453,366978.77627978736,360800.24123784824,354725.7293649094,348753.4893041176,342881.7991848471,337108.96612626297,331433.3257492429,325853.24169651594,320367.10516088037,314973.33442136494,309670.37438719906,304456.6961494609,299330.796540274,294291.19769942545,289336.4466482806,284465.1148708712,279675.7979020367,274967.1149224995,270337.7083607579
