,GeoName,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060
0,Alabama,1368.9,1186.8125094142147,1028.945819637713,892.0781432211994,773.4162464386915,670.5384441943356,581.3451775973283,504.01616557830187,436.9732560854078,378.8482187169428,328.4548214935789,284.76462190517367,246.88597816909137,214.04585235593711,185.57403401581868,160.88946233649835,139.48836769222248,120.93399057264901,104.84766807290565,90.90110603538153,78.80967913096556,68.3266221459203,59.23799392855323,51.358311218504106,44.52676325261821,38.60392989402619,33.46893630709302,29.016986110048638,25.157222661190907,21.810874831193022,18.909649419919297,16.3943374097432,14.213605611396495,12.32294904192084,10.683782654558815,9.262653884354595,8.030559938875154,6.9623559011306035,6.036241565092904,5.233316531009056,4.537194480769778,3.933668761357809,3.410422451509509,2.95677699454933,2.563474267425897
1,Alaska,6516.8,5407.259957429159,4486.6284445152205,3722.7421943115983,3088.914006741509,2563.000402129178,2126.6280145635797,1764.5516983023444,1464.1219219622951,1214.8428433312267,1008.0056256620315,836.3841849536013,693.9827388176149,575.8263372752742,477.78705744869995,396.4397900687854,328.9425795437278,272.9373371378982,226.46745856756377,187.90946789423256,155.91629962041245,129.3702374858801,107.3438658299319,89.06766931282822,73.90314905732843,61.320515993372595,50.880182098554194,42.21740291066413,35.02953478171608,29.065461691711473,24.116822236340326,20.010730293855907,16.603735059673717,13.776809435909701,11.431191689775154,9.484935104624686,7.870045081949916,6.530103675851655,5.418298570509086,4.495787640822096,3.730341960367393,3.09521984866996,2.5682326214020708,2.1309694044731677,1.768153930044565
2,Arizona,3386.5,2998.456174434808,2654.876548060305,2350.6661679886583,2081.3138891010194,1842.825478137273,1631.6643830876963,1444.699289554013,1279.1576863914988,1132.584752055613,1002.8069519775194,887.8998071528549,786.1593559831547,696.0768861766965,616.316562007344,545.6956151653194,483.16680544941767,427.80289120972924,378.7828792525838,335.37985030713253,296.95017951703625,262.9239921075984,232.79671269513574,206.12158292303437,182.50303646828547,161.59083317626798,143.07486533868175,126.68055909676627,112.16480277707144,99.31234178094563,87.93258656744615,77.85678639515199,68.9355269122089,61.03651448629253,54.04261441824995,47.850113948029275,42.36718429495866,37.51251892592241,33.21412785827097,29.40827011814551,26.038508523608463,23.05487277593007,20.413118448485598,18.07407088478687,16.003044276291625
3,Arkansas,952.4,780.6000663914549,639.7904910230405,524.3810371369246,429.789870226274,352.26165606153324,288.71847134480964,236.6376080430468,193.95142014817034,158.96523671186344,130.2900822461297,106.78753344338196,87.52452299000805,71.73629615380167,58.79604949636147,48.19004634650886,39.49722110194467,32.37246263592606,26.532913148738743,21.746738518967,17.823924329801816,14.608732166316218,11.973516693533623,9.813658049046136,8.043408362692618,6.592487507277868,5.403292929300652,4.428612788056035,3.6297516131652534,2.9749940678509947,2.4383458283060384,1.9985015912022477,1.6379992385299273,1.342526579531304,1.100353146907212,0.9018644892165226,0.7391804705570276,0.6058424237632115,0.49655673688820123,0.40698469317729324,0.33357022103580536,0.27339871554678913,0.22408132665598707,0.18366012018558253,0.15053034650391464
4,California,8244.2,6959.810941913077,5875.52077183632,4960.155473819653,4187.397726920752,3535.0302658796477,2984.297120941154,2519.364372073207,2126.864913929923,1795.5141432692672,1515.7855195998554,1279.636671223948,1080.2781720552218,911.978341401202,769.898454582837,649.9536265941628,548.6953691208535,463.21244435898575,391.047165119717,330.1247347958924,278.6935956707266,235.27507054538,198.62084985093844,167.67710197285797,141.55417493740708,119.50101836477081,100.88359030407891,85.16662813345192,71.89825942711734,60.69701034246576,51.2408380101046,43.25787160131019,36.51859587281599,30.829252460993967,26.02626920853769,21.971557363328888,18.548541441033358,15.658807607509777,13.219274219943507,11.159803178005419,9.421183409897678,7.953428517257684,6.714339635153626,5.66829218850378,4.785211663412948
5,Colorado,10067.6,9888.855050615379,9713.283623910493,9540.82937565725,9371.436961989726,9205.052021643265,9041.62115850891,8881.091924497567,8723.412802708413,8568.533190896138,8416.403385231712,8266.974564351482,8120.198773689461,7976.028910087789,7834.418706680431,7695.322718045252,7558.696305619716,7424.495623375516,7292.677603747541,7163.1999438126795,7036.021091713995,6911.100233325943,6788.39727915634,6667.872851480876,6549.48827170605,6433.205547956471,6318.987362882536,6206.797061684584,6096.598640349665,5988.356734097167,5882.036606029578,5777.604135984757,5675.0258095861145,5574.268707487214,5475.300494807322,5378.089410754526,5282.604258433091,5188.814394831775,5096.689720989906,5006.200672338046,4917.318209210159,4830.013807524221,4744.259449628304,4660.027615309169,4577.291272960509
6,Connecticut,269.5,302.9458658421601,340.5424772944567,382.80495599259126,430.31235191779433,483.7155771217533,543.7463240537653,611.2270906825963,687.0824497700322,772.351716699573,868.2031894257177,975.950155649347,1097.0688865379682,1233.2188635277896,1386.2655153406715,1558.3057767421449,1751.6968192281595,1969.0883472876908,2213.45890274129,2488.1566745714204,2796.9453733914243,3144.055799091981,3534.243808207736,3972.8554752311165,4465.900340666632,5020.133749417628,5643.149407646653,6343.483426256729,7130.731276522217,8015.679260310927,9010.452296207568,10128.680046397334,11385.683660460301,12798.685694705311,14387.046083206566,16172.52739364776,18179.593002317903,20435.742273637374,22971.887336602256,25822.776620465767,29027.470952637075,32629.87874194728,36679.35757997742,41231.39050315569,46348.346181279114
7,Delaware,3.6,7.102617511520737,14.013104309711398,27.647144461367468,54.5464145541256,107.61731088966724,212.32349912992274,418.9035008409854,826.4753724195901,1630.59401471889,3217.079334200914,6347.134448624135,12522.574522992862,24706.404748981262,48744.484171342614,96170.39635150651,189739.31700447228,374346.0543277637,738565.7891214077,1457152.863117734,2874888.7340396103,5672009.740573172,11190587.69691978,22078462.261208598,43559686.85664164,85941054.07342851,169557343.22791222,334528043.11597264,660006871.4250754,1302160100.7521546,2569095870.6682944,5068695922.16229,10000280115.923231,19730045742.074715,38926380108.54584,76799774727.51949,151522062461.2577,298945348394.1855,589804018470.0582,1163653430541.871,2295829231418.854,4529554695149.097,8936581804765.818,17631422894352.027,34785903611792.32
8,District of Columbia,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
9,Florida,1117.1,1029.8251392523264,949.3687381936026,875.1980959735316,806.8221296744366,743.7881228572511,685.6787281314968,632.1092039033002,582.7248670059917,537.1987443471835,495.2294080239129,456.53897957217197,420.8712901369859,387.99018438154843,357.6779569056162,329.7339108207088,303.9730289384573,280.2247487740562,258.33183325413177,238.14932965199625,219.54360985741224,202.3914856265043,186.5793929538985,172.00264016682752,158.56471476284213,146.17664440170915,134.75640782063192,124.22839177246938,114.52289039134888,105.57564367097822,97.32741199992762,89.7235839368848,82.71381462896802,76.2516924790691,70.2944318552349,64.80258980751988,59.739804916695505,55.07255654573696,50.76994290009416,46.80347642728684,43.14689520116699,39.775989042026076,36.668439221290406,33.80367068949141,31.162715849114026
10,Georgia,1002.9,1012.6371821408444,1022.4689028359255,1032.396079962521,1042.4196403096034,1052.5405196643628,1062.7596628995716,1073.0780240617967,1083.4965664604676,1094.0162627578104,1104.6380950596538,1115.3630550071175,1126.1921438691904,1137.1263726362085,1148.1667621142387,1159.3143430203809,1170.5701560789937,1181.935252118856,1193.41069217127,1204.9975475691192,1216.696900046885,1228.5098418416376,1240.4374757950047,1252.4809154561326,1264.6412851856448,1276.9197202606117,1289.3173669805376,1301.835382774379,1314.4749363085998,1327.2372075962774,1340.1233881072662,1353.134680879433,1366.27230063097,1379.5374738738,1392.9314390280822,1406.455446537829,1420.110758987646,1433.8986512206059,1447.8204104572658,1461.8773364158405,1476.0707414335427,1490.4019505891013,1504.8723018264689,1519.4831460797304,1534.2358473992256
11,Hawaii,63.9,62.779643925514435,61.678931008049794,60.59751684494112,59.53506307192123,58.49123725724974,57.465712797698316,56.458168816359596,55.46829006224786,54.49576681165996,53.54029477126572,52.60157498289741,51.67931373000857,50.77322244577289,49.883017622794355,49.00842072440049,48.14915809749084,47.30496088691354,46.47556495134303,45.660710780632776,44.860143414616964,44.073612363335904,43.300871528660075,42.54167912728835,41.795797615096276,41.06299361281079,40.34303783298803,39.63570500827146,38.94077382090784,38.25802683349904,37.58725042096786,36.928234703716825,36.2807734819588,35.64466417119907,35.01970773884851,34.40570864194823,33.80247476598599,33.20981736478541,32.62755100144905,32.055493490336985,31.493465840062626,30.941292197488014,30.398799792701027,29.865818884957317,29.342182709570032
12,Idaho,1028.2,1150.826656078488,1288.0781874545753,1441.6988068819185,1613.6407479053335,1806.0890741333255,2021.4894473494917,2262.5792073440634,2532.422158432683,2834.4475047346345,3172.4934290058095,3550.8558688326507,3974.3431100421644,4448.336891109125,4978.860795084313,5572.656798178527,6237.270947793083,6981.149258805889,7813.745046777277,8745.639062081835,9788.673951648552,10956.104757068957,12262.767361625445,13725.267026889547,15362.189414841108,17194.336777208653,19244.992313560007,21540.21605764488,24109.176052156785,26984.51902053215,30202.78524633862,33804.87293260121,37836.55794221323,42349.07552436997,47399.77141969075,53052.83061836937,59380.0930325194,66461.96644839896,74388.44836044703,83260.26967274901,93190.17480225918,104304.3544515208,116744.04925877167,130667.3447048575,146251.18008689582
13,Illinois,1742.9,1650.0352149928128,1562.1184294660497,1478.8860052832913,1400.0883514128623,1325.4891754733233,1254.8647751579385,1188.0033674132978,1124.7044533604833,1064.7782170543571,1008.0449562780137,954.3345436655075,903.4859165369118,855.3465939158654,809.7722192812755,766.6261276820165,725.7789359165206,687.1081545483223,650.4978205940994,615.838149782742,583.0252073426718,551.9605963301938,522.5511625642621,494.70871528284266,468.3497626831967,443.3952615530445,419.7703802418224,397.40427426124864,376.2298738422871,356.18368281145047,337.20558818332864,319.2386798983628,302.22908016530886,286.1257818966352,270.8804957523674,256.4475053337066,242.7835300921872,229.8475955432762,217.6009103952211,206.00675022468897,195.03034735037315,184.6387865743278,174.80090647838836,165.48720597969253,156.669755865088
14,Indiana,1279.0,1213.843139206091,1152.0056032820155,1093.318293878693,1037.6207271252233,984.7605947763783,934.5933477168228,886.9818006831259,841.7957571226559,798.9116531635128,758.2122197219127,719.5861618230375,682.9278542584348,648.1370527477235,615.1186198147619,583.7822646286699,554.0422960982843,525.8173885448725,499.0303593123198,473.6079577066535,449.4806646877482,426.58250276545476,404.85085558030545,384.22629667542594,364.6524269914229,346.07572063986606,328.4453785336241,311.7131894737976,295.83339831338355,280.7625808371567,266.45952501562016,252.88511830830674,240.0022407082555,227.77566323518747,216.17195159980406,205.15937477577273,194.7078182293846,184.78870156960528,175.37490039332855,166.44067211211373,157.9615855575761,149.91445417293173,142.27727260800557,135.02915654431766,128.15028558569605
15,Iowa,290.7,282.30117328704193,274.14500323096144,266.2244790604758,258.5327925576328,251.0633322056937,243.8096775060947,236.76559345960047,229.92502520690746,223.282092824089,216.83108626840914,210.56646047016068,204.48283056630856,198.57496727184147,192.83779238485312,187.26637442148964,181.85592437701078,176.60179160932137,171.49945984143483,166.54454327943236,161.732782842581,157.0600425023701,152.5223057273194,148.11567203050288,143.83635361682033,139.68067212713532,135.64505547648062,131.72603478361327,127.92024138928011,124.2244039606309,120.63534567928987,117.1499815106688,113.76531555217431,110.47843845803017,107.28652493850078,104.18683133136655,101.17669324356353,98.25352326096015,95.41480872430245,92.65810956941613,89.98105622980896,87.38134759987054,84.85674905691882,82.40509054039309,80.02426468654245
16,Kansas,978.3,850.7869857485404,739.8941992426527,643.4553363451769,559.5864520831302,486.6491575524138,423.2186137903349,368.0556973723344,320.0827939844479,278.3627470959823,242.08055049215378,210.52742702807612,183.08698258061196,159.22316471384482,138.46979082922968,120.42144123155597,104.72553920565319,91.07546338716986,79.20455787674722,68.88092308443584,59.90288554286438,52.09505819140694,45.30491416851878,39.399807180854985,34.264380241718605,29.798312158227148,25.91435774454887,22.536643476534884,19.599185293152022,17.044599589786294,14.822982222513636,12.890933624549296,11.210710990406627,9.749490965579156,8.478728438298802,7.3735989072888355,6.412513532097516,5.5766973924613845,4.849822717943337,4.21768992294164,3.6679502160497917,3.189864364907196,2.774092903982496,2.412513686972997,2.0980632196839966
17,Kentucky,2093.5,1797.1984967240162,1542.8337409252752,1324.470255498445,1137.0126353654068,976.0866486911493,837.9371663243928,719.3405376963843,617.5293685123418,530.1279449597859,455.0967975892616,390.6851112927322,335.38987088977944,287.92078900385644,247.17019783774705,212.18720228754557,182.15549127071966,156.3742895064543,134.24200526739227,115.24219253106035,98.93149996465313,84.92932553863227,72.90893536461166,62.589839519956314,53.731246952693056,46.12644674014179,39.59798459068699,33.993522034718616,29.18228168098926,25.051995590184234,21.506285557495,18.462414174371837,15.849354191582151,13.606131133106246,11.680400486576728,10.027226269696758,8.608032471082197,7.389702897912798,6.343808425777878,5.44594361896974,4.67515724158403,4.0134633706822145,3.4454217035810744,2.9577772659451664,2.5391511134469185
18,Louisiana,7710.0,6568.247247286255,5595.57352807827,4766.940392060692,4061.0172643489364,3459.632356386752,2947.3048899428977,2510.84659277312,2139.0222076965133,1822.2602759515942,1552.4067498519,1322.5150922676191,1126.6674596992627,959.8223658594915,817.6849043372744,696.5961896317544,593.439170560164,505.558391499823,430.6916359677275,366.9116929149468,312.5767466907573,266.2881136209156,226.8542372601334,193.26001548885787,164.64066987615948,140.25948465699733,119.48884228328292,101.79406736817049,86.71966313632392,73.87758608051243,62.93725699215034,53.617051230925945,45.67704917706037,38.91286024920696,33.1503615066003,28.241215397181794,24.05905127011122,20.496212357616976,17.46098448738161,14.87523518730898,12.672402408790902,10.795781094428605,9.197063483240685,7.835095578069074,6.67481776431607
19,Maine,36.0,37.22453889184685,38.490730436406075,39.799991447377536,41.153786931335475,42.55363172700767,44.00109220031459,45.49778799706527,47.04539385527108,48.64564147910531,50.30032147660539,52.01128536328602,53.78044763390515,55.60978790470097,57.50135312849711,59.45725988515445,61.47969674993271,63.57092674241168,65.73328985871251,67.96920568985239,70.28117612916246,72.67178817179851,75.14371680947694,77.69972802367501,80.3426818806448,83.07553573170394,85.90134752238406,88.82327921413993,91.84460032244789,94.96869157525254,98.19904869585545,101.53928631447873,104.99314201288017,108.56448050654605,112.25729796914091,116.0757265040535,120.02403876804217,124.10665275215334,128.32813672526288,132.6932143457719,137.20676994717658,141.87385400342663,146.6996887801877,151.68967417833127,156.84939377619082
20,Maryland,224.4,213.60642984361587,203.33202705229763,193.5518198373744,184.24203754543802,175.38005288411074,166.94432692673547,158.91435676232348,151.27062566352313,143.9945556514939,137.06846234239515,130.4755119657448,124.1996804501815,118.22571447718897,112.539094408124,107.12599899444297,101.97327178535537,97.06838915125884,92.39942984523697,87.95504602863956,83.72443569032353,79.69731639251971,75.86390027951524,72.21487028841061,68.74135750413191,65.43491960365985,62.28752033708472,59.29150999561624,56.439606819075976,53.72487929768367,51.140729325122095,48.68087616193423,46.33934117027609,44.110433282923175,41.988735171213136,39.96909007830617,38.046589285761456,36.21656018296734,34.474554910428274,32.81633954930606,31.237883830940824,29.735351341340834,28.305090196833287,26.943624168213407,25.647644231819207
21,Massachusetts,271.7,303.27532015412663,338.52013181666547,377.8608809544217,421.7735724886735,470.789529735194,525.5018231713349,586.5724463152883,654.7403255423567,730.8302607533137,815.7629050728196,910.56590432764,1016.3863310872172,1134.5045637127491,1266.3497783448722,1413.51724127585,1577.7876109360004,1761.1484830394927,1965.8184395758433,2194.273892628817,2449.27904782056,2733.919349924825,3051.6388153257753,3406.2817030279143,3802.139028417131,4244.000482567926,4737.212385296488,5287.742373164838,5902.251605131055,6588.175359500658,7353.812997365073,8208.42838104332,9162.361962543735,10227.155898264422,11415.693703762632,12742.356138351344,14223.195205654785,15876.128375449372,17721.155376784773,19780.60018548187,22079.38113394476,24645.312411490915,27509.440603214494,30706.420339347835,34274.93360030512
