,State,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060
36,.Oklahoma,3926331,3948215.1150201065,3970221.205108085,3992349.9501140085,4014602.0336772157,4036978.1432474344,4059478.9701060164,4082105.2093872954,4104857.560100062,4127736.7251491584,4150743.4113571937,4173878.3294863813,4197142.194260495,4220535.724386951,4244059.642579012,4267714.675578112,4291501.554176312,4315421.013238872,4339473.791726958,4363660.632720469,4387982.283440992,4412439.495274893,4437033.023796522,4461763.62879156,4486632.074280492,4511639.128542207,4536785.564137736,4562072.15793412,4587499.691128407,4613068.949271787,4638780.722293864,4664635.804527056,4690634.994731137,4716779.09611791,4743068.916376028,4769505.267695941,4796088.966794988,4822820.834942631,4849701.697985826,4876732.386374535,4903913.735187383,4931246.584157458,4958731.777698249,4986370.164929739,5014162.599704634
37,.Oregon,4089976,4129359.295768506,4169121.8221206605,4209267.230752767,4249799.208524132,4290721.477795656,4332037.796771686,4373751.959845162,4415867.797946086,4458389.178893342,4501320.007749908,4544664.2271814905,4588425.817818608,4632608.798622163,4677217.227252531,4722255.200442212,4767726.854372059,4813636.365051139,4859987.948700247,4906785.862139112,4954034.403177336,5001737.91100909,5049900.766611622,5098527.393147589,5147622.2563712755,5197189.865038713,5247234.771321758,5297761.571226147,5348774.905013588,5400279.457627909,5452279.959125313,5504781.185108773,5557787.957166616,5611305.14331532,5665337.658446589,5719890.464778718,5774968.572312316,5830577.039290411,5886720.972662987,5943405.528555993,6000635.912744871,6058417.381132644,6116755.2402326,6175654.847655635,6235121.612602282
38,.Pennsylvania,12782275,12785310.13444548,12788345.989579653,12791382.565573651,12794419.862598639,12797457.880825823,12800496.620426454,12803536.081571821,12806576.264433254,12809617.169182122,12812658.795989836,12815701.14502785,12818744.216467654,12821788.010480784,12824832.527238812,12827877.766913356,12830923.72967607,12833970.415698647,12837017.82515283,12840065.958210392,12843114.815043153,12846164.395822974,12849214.700721754,12852265.729911434,12855317.483563995,12858369.961851463,12861423.164945899,12864477.093019407,12867531.746244134,12870587.124792267,12873643.22883603,12876700.058547692,12879757.614099564,12882815.895663993,12885874.903413372,12888934.637520133,12891995.098156746,12895056.285495726,12898118.199709628,12901180.840971047,12904244.20945262,12907308.305327022,12910373.128766974,12913438.679945236,12916504.959034607
39,.Rhode Island,1056770,1057200.3757144627,1057630.9267019324,1058061.6530337902,1058492.5547814458,1058923.6320163384,1059354.8848099364,1059786.313233737,1060217.9173592664,1060649.6972580804,1061081.6530017636,1061513.7846619298,1061946.092310222,1062378.5760183127,1062811.235857903,1063244.0719007235,1063677.084218534,1064110.2728831235,1064543.6379663101,1064977.1795399415,1065410.8976758944,1065844.792446075,1066278.8639224183,1066713.112176889,1067147.5372814813,1067582.1393082181,1068016.918329152,1068451.874416365,1068887.0076419686,1069322.318078103,1069757.8057969385,1070193.4708706744,1070629.3133715396,1071065.3333717922,1071501.53094372,1071937.9061596398,1072374.4590918985,1072811.189812872,1073248.098394966,1073685.184910615,1074122.4494322839,1074559.8920324664,1074997.5127836862,1075435.311758496,1075873.2890294788
40,.South Carolina,4957968,5007610.90500477,5057750.872115892,5108392.878293068,5159541.950329061,5211203.165348663,5263381.651312662,5316082.587526846,5369311.205156106,5423072.787743692,5477372.671735665,5532216.247010595,5587608.957414573,5643556.301301572,5700063.832079218,5757137.158760034,5814781.946518195,5873003.917251861,5931808.85015114,5991202.58227174,6051191.009114359,6111780.085209884,6172975.824710445,6234784.301986385,6297211.652229214,6360264.072060593,6423947.820147421,6488269.217823077,6553234.649714884,6618850.564377859,6685123.4749348005,6752059.959722791,6819666.662946173,6887950.295336062,6956917.634816458,7026575.527177039,7096930.886752673,7167990.697109755,7239762.0117393965,7312251.954757568,7385467.7216122495,7459416.579797657,7534105.869575626,7609543.004704216,7685735.473173605
41,.South Dakota,862996,869012.1133097834,875070.1661179609,881170.4507929498,887313.2617413242,893498.8954220242,899727.6503606626,905999.8271639327,912315.7285341157,918675.6592836891,925079.9263500378,931528.8388102669,938022.7078961185,944561.8470089915,951146.5717350672,957777.1998605396,964454.0513869524,971177.4485466421,977947.7158182899,984765.179942581,991630.1699379736,998543.0171165777,1005504.0551001447,1012513.619836168,1019572.0496140968,1026679.6850816616,1033836.8692613149,1041043.9475667854,1048301.2678197484,1055609.1802666117,1062968.0375954192,1070378.1949528719,1077840.0099614675,1085353.84273676,1092920.0559047388,1100539.0146193304,1108211.08658002,1115936.6420495976,1123716.0538720274,1131549.6974904414,1139437.950965259,1147381.1949924324,1155379.8129218193,1163434.1907756843,1171544.7172673282
42,.Tennessee,6646010,6685143.429953137,6724507.28768774,6764102.930022327,6803931.721764717,6843995.03575907,6884294.252933209,6924830.762346217,6965605.9612363195,7006621.25506904,7047878.057585648,7089377.790851891,7131121.885307005,7173111.779813023,7215348.921704374,7257834.7668377645,7300570.779642363,7343558.433170278,7386799.2091473285,7430294.5980241215,7474046.099027423,7518055.220211835,7562323.478511774,7606852.399793762,7651643.518909018,7696698.379746363,7742018.535285435,7787605.54765022,7833460.988162894,7879586.437397985,7925983.485236854,7972653.730922497,8019598.783114665,8066820.259945317,8114319.789074391,8162099.0077459095,8210159.5628444115,8258503.11095172,8307131.31840404,8356045.861349398,8405248.425805412,8454740.707717413,8504524.413016893,8554601.257680314,8604972.967788251
43,.Texas,27914410,28296193.6458501,28683198.92283045,29075497.24686459,29473161.010627195,29876263.596903037,30284879.392128665,30699083.800119285,31118953.25598338,31544565.24022765,31975998.293054864,32413332.028857235,32856647.150908064,33306025.466254294,33761549.900812745,34223304.51467284,34691374.5176086,35165846.28480281,35646807.37278626,36134346.535594955,36628553.7411483,37129520.18785135,37637338.32142404,38152101.85196067,38673905.77122265,39202846.37016781,39739021.25671937,40282529.37377809,40833471.01748056,41391947.855707414,41958062.94684454,42531920.75880095,43113627.18828675,43703289.58035472,44301016.74820926,44906918.993286185,45521108.125607155,46143697.48441255,46774801.959076464,47414538.010307804,48063023.69164133,48720378.67122265,49386724.253891125,50062183.40356486,50746880.7659318
44,.Utah,3041868,3081105.1945583625,3120848.5114852204,3161104.4792761705,3201879.7106381725,3243180.903575796,3285014.8424914787,3327388.399299975,3370308.534557183,3413782.2986035286,3457816.832722103,3502419.370311735,3547597.238075195,3593357.857222727,3639708.744691108,3686657.5143784247,3734211.8783947844,3782379.648329155,3831168.736532549,3880587.157417756,3930643.028775844,3981344.573109638,4032700.1189844045,4084718.102395954,4137407.0681563932,4190775.6712977514,4244832.678493712,4299586.969499684,4355047.5386114465,4411223.496142614,4468124.06992115,4525758.606805196,4584136.574218444,4643267.5617053155,4703161.282506207,4763827.575153045,4825276.405085433,4887517.866287633,4950562.182946673,5014419.711131837,5079100.940495823,5144616.495997835,5210977.139648916,5278193.772279781,5346277.435331458
45,.Vermont,623657,623171.8953444314,622687.1680221194,622202.8177395597,621718.844203476,621235.2471208202,620752.0261987724,620269.1811447401,619786.7116663585,619304.6174714904,618822.8982682256,618341.5537648811,617860.5836700007,617379.987692355,616899.7655409409,616419.916924982,615940.4415539278,615461.339137454,614982.6093854621,614504.2520080791,614026.2667156574,613548.653218775,613071.411228235,612594.5404550651,612118.0406105181,611641.9114060713,611166.1525534265,610690.7637645095,610215.7447514704,609741.0952266833,609266.8149027458,608792.903492479,608319.3607089276,607846.1862653594,607373.3798752653,606900.941252359,606428.8701105767,605957.1661640776,605485.8291272427,605014.8587146755,604544.2546412015,604074.0166218677,603604.144371943,603134.6376069178,602665.4960425037
46,.Virginia,8410106,8455882.300856305,8501907.762629261,8548183.74150452,8594711.601049464,8641492.712253392,8688528.453567911,8735820.210947556,8783369.377890628,8831177.355480256,8879245.552425675,8927575.385103747,8976168.277600687,9025025.661754023,9074148.977194795,9123539.67138997,9173199.199685095,9223129.025347175,9273330.619607797,9323805.461706476,9374555.038934248,9425580.846677486,9476884.38846197,9528467.175997188,9580330.72922088,9632476.576343821,9684906.253894858,9737621.306766178,9790623.288258838,9843913.760128526,9897494.292631585,9951366.464571282,10005531.863344327,10059992.084987646,10114748.734225415,10169803.424516339,10225157.778101198,10280813.426050648,10336772.00831328,10393035.17376394,10449604.580252323,10506481.894651817,10563668.792908618,10621166.96009112,10678978.090439558
47,.Washington,7294771,7377168.771290656,7460497.263054054,7544766.988203163,7629988.578399107,7716172.785392479,7803330.482379808,7891472.665375345,7980610.454598347,8070755.095876025,8161917.9620623505,8254110.554472875,8347344.504335762,8441631.574259214,8536983.659715466,8633412.790541546,8730931.13245699,8829550.988598691,8929284.801073099,9030145.152525933,9132144.767729653,9235296.515188834,9339613.408763686,9445108.609311922,9551795.426349152,9659687.319728047,9768797.901336461,9879140.936814746,9990730.347292446,10103580.211144624,10217704.765768023,10333118.409377288,10449835.702821475,10567871.37142108,10687240.306825828,10807957.568893425,10930038.387589557,11053498.164909324,11178352.476820402,11304617.075228136,11432307.88996284,11561441.03078954,11692032.789440414,11824099.641670205,11957658.249334827
48,.West Virginia,1831023,1825900.419809296,1820792.1708573643,1815698.2130502681,1810618.5064062404,1805553.0110553692,1800501.6872392849,1795464.4953108488,1790441.395733841,1785432.3490826506,1780437.3160419664,1775456.2574064678,1770489.1340805173,1765535.9070778543,1760596.5375212876,1755670.986642392,1750759.2157812023,1745861.186385912,1740976.860012568,1736106.1983247716,1731249.1630933755,1726405.7161961847,1721575.8196176577,1716759.4354486067,1711956.5258859016,1707167.0532321723,1702390.9798955133,1697628.2683891882,1692878.8813313362,1688142.7814446779,1683419.931556223,1678710.294596979,1674013.8336016594,1669330.5117083942,1664660.2921584405,1660003.1382958936,1655359.0135673997,1650727.8815218692,1646109.7058101897,1641504.4501849415,1636912.078500113,1632332.5547108168,1627765.8428730066,1623211.9071431956,1618670.7117781749
49,.Wisconsin,5772628,5783222.652242892,5793836.749122811,5804470.326326996,5815123.419608188,5825796.064784743,5836488.297740756,5847200.154426181,5857931.670856952,5868682.883115104,5879453.827348895,5890244.539772925,5901055.056668261,5911885.414382556,5922735.649330176,5933605.797992317,5944495.896917129,5955405.9827198405,5966336.092082882,5977286.261756008,5988256.528556419,5999246.929368888,6010257.501145884,6021288.280907697,6032339.305742559,6043410.612806772,6054502.239324831,6065614.222589552,6076746.5999621935,6087899.408872585,6099072.686819252,6110266.471369541,6121480.80015975,6132715.710895247,6143971.241350605,6155247.429369725,6166544.312865964,6177861.929822261,6189200.318291268,6200559.516395476,6211939.56232734,6223340.4943494145,6234762.3507944755,6246205.1700656535,6257668.990636562
50,.Wyoming,584215,585815.7115884125,587420.809023798,589030.3043230955,590644.2095361697,592262.5367459012,593885.2980682771,595512.5056524811,597144.1716809853,598780.3083696406,600420.9279677689,602066.0427582542,603715.6650576352,605369.8072161966,607028.4816180624,608691.7006812883,610359.4768579545,612031.8226342594,613708.7505306124,615390.2731017284,617076.4029367212,618767.1526591979,620462.5349273537,622162.5624340662,623867.2479069908,625576.6041086559,627290.6438365583,629009.3799232593,630732.8252364802,632460.9926791994,634193.8951897486,635931.5457419096,637673.9573450115,639421.1430440282,641173.115919676,642929.8890885115,644691.4757030298,646457.8889517629,648229.1420593788,650005.24828678,651786.2209312031,653572.0733263183,655362.8188423291,657158.4708860726,658959.0429011198
