,北京市,天津市,河北省,山西省,辽宁省,上海市,江苏省,浙江省,安徽省,山东省,河南省,宁夏回族自治区
0,0.008405261607072587,0.001483179040117566,0.014160483361996812,0.006298012713426842,0.027096662311635007,0.0005476902254124877,0.005023530898548474,0.042561765966921565,0.0303665749451336,0.008888617389464433,0.014999186553936221,0.012410946931933063
1,0.008128701057764155,0.0013895661262615213,0.011277240347555709,0.005767677187096692,0.022474917079520835,0.0005123846968092745,0.003896273869784251,0.03629536177769915,0.028602872155913516,0.0062122374248964225,0.012215495566704128,0.011064023093782651
2,0.007889353823593402,0.0012998509018643958,0.010425388642129387,0.00520719224127765,0.020447392818368274,0.0005042444140135179,0.0035255082723788726,0.03127880546137332,0.026589602754621043,0.0055747546568107355,0.010733545044790568,0.0100704244374521
3,0.007667190874508766,0.0012223816624299666,0.009552291043789119,0.005043640523133233,0.0187237095946087,0.0004782089378891179,0.003269437703679387,0.027710145629148274,0.02373807234447354,0.004965986951810589,0.009663120148486012,0.00877550661306933
4,0.007961725211609472,0.0011806382259611009,0.009221880485096527,0.005132814429331751,0.01813786754188995,0.0004675177060778967,0.0031336133276594663,0.027152951252497014,0.02058825912166426,0.004641189719065149,0.00935169980366783,0.007973712265650553
5,0.00885909205599127,0.0013138124435916419,0.00905675480289835,0.006622867314385203,0.018697386365847665,0.0005358429650667373,0.00458255685920172,0.027194875479503333,0.01974106513851658,0.004513833572254001,0.009801815116393452,0.008717914832944006
6,0.008598297936899795,0.001205633494110606,0.00839225028732667,0.006181125653499232,0.017199736133466936,0.0004915493558630876,0.004110970482469068,0.025710898020515623,0.01862795538591846,0.004071481612153185,0.009058839780573126,0.007299139724309265
7,0.0094404884150078,0.001106932289478194,0.007418311146633377,0.005607236283089651,0.015856608328056843,0.0004754749385422352,0.003494742145933499,0.024190231468332123,0.017110875738665415,0.00385728878121733,0.008203158184425768,0.0053392978297526995
8,0.00925877007292089,0.001054226132912298,0.007310463216319259,0.005371545994796381,0.015388179186690758,0.0004913370973334528,0.0034138744610341257,0.024705397158363212,0.016477788254008873,0.003682635695474914,0.008872262900298683,0.005254458549867047
9,0.009930186381089626,0.001058833448899056,0.007264452304380967,0.005245361419012181,0.015937435921732846,0.0004916662921045923,0.003394047707650787,0.024863841419925134,0.015399597152912437,0.0038803327582072594,0.009004124090447135,0.004949522099411855
10,0.012366401146489753,0.0013203500456029397,0.00875861976577949,0.0058241275840311855,0.01623507884874267,0.0006924633127852798,0.0033086053362748357,0.025170586704127893,0.01576524834163079,0.0038622960974296757,0.009939744171898137,0.005116018165739092
11,0.01305355690314434,0.0013703507646586005,0.008952843284813425,0.005886390099007412,0.016862982108169323,0.0006941947376447708,0.0032274377317970645,0.02505820820033478,0.015663832758490107,0.003660623885656474,0.009924981469128269,0.004974284960848993
12,0.013429309373724708,0.0014187136425324709,0.008974765135725964,0.006063123880861549,0.01740749491053492,0.0006876687416162118,0.003116970027027226,0.024959163372903347,0.01549789945345047,0.0035116304203671378,0.009949784696035262,0.0050956759000183646
13,0.014221125434366582,0.0015018651746849698,0.009135160475620978,0.005163743656100968,0.016785494826666737,0.000670481333024473,0.0031377164988211277,0.02429109229284175,0.015234529256522106,0.0036558443272204887,0.010485660832313762,0.004062272382954529
14,0.014011373434230109,0.0014615975163745703,0.008329102652760342,0.0045463628538672685,0.016366566055352444,0.0006989637115763374,0.003208450082199047,0.024388522013483526,0.014609313082538503,0.0036524855122391803,0.01096142640573708,0.0035793479254592154
15,0.014332682508082298,0.0014512690987583292,0.008444746018773866,0.00432452004450089,0.015793003589310406,0.0007000806988543689,0.0031364379970839603,0.02515196462190081,0.014422364196709345,0.0035936223490527714,0.011900913254470397,0.0032925966346623843
16,0.014661543687497279,0.001441085628938702,0.008563645841692101,0.004123319898452098,0.015258280722629936,0.0007012012618762875,0.003067587503316759,0.025964748407662202,0.014240139461613328,0.003536626362617095,0.012994459674252406,0.003048382432633429
